"url","desc","time_string","hour","min","sec","time","type","total_time_in_secs","outfit","last_update"
"https://www.guinnessworldrecords.com/world-records/108460-fastest-marathon-dressed-as-a-mythical-creature-male","Fastest marathon dressed as a mythical creature (male)","3 hr 44 min 48 sec",3,44,48,"3:44:48","full",13488,"mythical creature (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/513158-fastest-marathon-dressed-as-a-badminton-player-male","Fastest marathon dressed as a badminton player (male)","3 hr 29 min 24 sec",3,29,24,"3:29:24","full",12564,"badminton player (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/482819-fastest-half-marathon-dressed-as-a-barrister","Fastest half marathon dressed as a barrister","1 hr 44 min 58 sec",1,44,58,"1:44:58","half",6298,"barrister",2020-09-06
"https://www.guinnessworldrecords.com/world-records/94957-fastest-half-marathon-dressed-as-a-clown","Fastest half marathon dressed as a clown","1 hr 28 min 57 sec",1,28,57,"1:28:57","half",5337,"clown",2020-09-06
"https://www.guinnessworldrecords.com/world-records/111991-fastest-marathon-in-a-baseball-uniform","Fastest marathon dressed in a baseball uniform (male)","2 hr 56 min 46 sec",2,56,46,"2:56:46","full",10606,"baseball uniform (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/508315-fastest-marathon-dressed-in-full-quidditch-kit-male","Fastest marathon dressed in full Quidditch kit (male)","4 hr 2 min 31 sec",4,2,31,"4:02:31","full",14551,"full Quidditch kit (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/410829-fastest-marathon-dressed-in-a-ghillie-suit-female","Fastest marathon dressed in a ghillie suit (female)","3 hr 59 min 13 sec",3,59,13,"3:59:13","full",14353,"ghillie suit (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-marathon-dressed-in-an-ice-hockey-kit-(male)","Fastest marathon dressed in an ice hockey kit (male)","4 hr 8 min 43 sec",4,8,43,"4:08:43","full",14923,"ice hockey kit (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/369169-fastest-marathon-dressed-in-a-rugby-kit","Fastest marathon dressed in a rugby kit (male)","3 hr 14 min 53 sec",3,14,53,"3:14:53","full",11693,"rugby kit (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/92625-fastest-marathon-in-an-american-football-kit","Fastest marathon dressed in an American football kit (male)","3 hr 33 min 42 sec",3,33,42,"3:33:42","full",12822,"American football kit (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/539459-fastest-marathon-dressed-in-a-football-soccer-kit-male","Fastest marathon dressed in a football/soccer kit (male)","3 hr 28 min 34 sec",3,28,34,"3:28:34","full",12514,"football/soccer kit (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/420859-fastest-half-marathon-dressed-as-an-elf-male","Fastest half marathon dressed as an elf (male)","1 hr 25 min 49 sec",1,25,49,"1:25:49","half",5149,"elf (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/481370-fastest-half-marathon-dressed-as-a-zookeeper-female","Fastest half marathon dressed as a zookeeper (female)","2 hr 4 min 46.7 sec",2,4,46.7,"2:04:46.7","half",7486.7,"zookeeper (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/538720-fastest-half-marathon-dressed-as-a-videogame-character-female","Fastest half marathon dressed as a videogame character (female)","1 hr 35 min 56.2 sec",1,35,56.2,"1:35:56.2","half",5756.2,"videogame character (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/103391-fastest-half-marathon-dressed-as-a-book-character","Fastest half marathon dressed as a book character","1 hr 19 min 18 sec",1,19,18,"1:19:18","half",4758,"book character",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-half-marathon-dressed-as-a-doctor-(male)","Fastest half marathon dressed as a doctor (male)","1 hr 18 min 23 sec",1,18,23,"1:18:23","half",4703,"doctor (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/97799-fastest-half-marathon-dressed-as-a-cowboy","Fastest half marathon dressed as a rancher (male)","1 hr 36 min 32 sec",1,36,32,"1:36:32","half",5792,"rancher (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-half-marathon-dressed-as-a-bottle-(male)","Fastest half marathon dressed as a bottle (male)","1 hr, 28 min and 53 sec",1,28,53,"1:28:53","half",5333,"bottle (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/548472-fastest-half-marathon-dressed-as-a-cartoon-character-female","Fastest half marathon dressed as a cartoon character (female)","1 hr 53 min 26 sec",1,53,26,"1:53:26","half",6806,"cartoon character (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/482328-fastest-half-marathon-dressed-as-a-rubiks-cube-male","Fastest half marathon dressed as a Rubik's Cube (male)","1 hr 53 min 38 sec",1,53,38,"1:53:38","half",6818,"Rubik's Cube (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/117781-fastest-half-marathon-dressed-as-a-chef","Fastest half marathon dressed as a chef (male)","1 hr 27 min 50 sec",1,27,50,"1:27:50","half",5270,"chef (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/481882-fastest-half-marathon-dressed-as-a-gingerbread-man-female","Fastest half marathon dressed as a gingerbread person (female)","1 hr 43 min 49 sec",1,43,49,"1:43:49","half",6229,"gingerbread person (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/606074-fastest-half-marathon-dressed-as-a-ninja-male","Fastest half marathon dressed as a ninja (male)","1 hr 54 min 3 sec",1,54,3,"1:54:03","half",6843,"ninja (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/107702-fastest-half-marathon-dressed-as-a-cartoon-character","Fastest half marathon dressed as a cartoon character (male)","1 hr 32 min 13 sec",1,32,13,"1:32:13","half",5533,"cartoon character (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/609223-fastest-half-marathon-dressed-as-a-car-male","Fastest half marathon dressed as a car (male)","2 hr 35 sec",2,0,35,"2:00:35","half",7235,"car (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/99763-fastest-half-marathon-dressed-as-a-nurse-female","Fastest half marathon dressed as a nurse (female)","1 hr 44 min 22 sec",1,44,22,"1:44:22","half",6262,"nurse (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/401487-fastest-half-marathon-dressed-as-a-television-character-female","Fastest half marathon dressed as a television character (female)","1 hr 56 min 48.6 sec",1,56,48.6,"1:56:48.6","half",7008.6,"television character (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/380367-fastest%c2%a0half-marathon-dressed-as-a-videogame-character-male","Fastest half marathon dressed as a videogame character (male)","1 hr 31 min 59 sec",1,31,59,"1:31:59","half",5519,"Fastest half marathon dressed as a videogame character (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-half-marathon-dressed-as-a-television-character","Fastest half marathon dressed as a television character","1 hr 28 min 24 sec",1,28,24,"1:28:24","half",5304,"television character",2020-09-06
"https://www.guinnessworldrecords.com/world-records/94955-fastest-half-marathon-dressed-as-a-gingerbread-man","Fastest half marathon dressed as a gingerbread person (male)","1 hr 29 min 00 sec",1,29,0,"1:29:00","half",5340,"gingerbread person (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/556852-fastest-half-marathon-dressed-in-pyjamas-male","Fastest half marathon dressed in pyjamas (male)","1 hr 28 min 30 sec",1,28,30,"1:28:30","half",5310,"pyjamas (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/531906-fastest-half-marathon-dressed-in-a-baseball-uniform-male","Fastest half marathon dressed in a baseball uniform (male)","1 hr 48 min 9 sec",1,48,9,"1:48:09","half",6489,"baseball uniform (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/112880-fastest-half-marathon-in-an-american-football-kit","Fastest half marathon dressed in an American football kit","1 hr 40 min 14 sec",1,40,14,"1:40:14","half",6014,"American football kit",2020-09-06
"https://www.guinnessworldrecords.com/world-records/491558-fastest-half-marathon-dressed-in-an-ice-hockey-kit-male","Fastest half marathon dressed in an ice hockey kit (male)","1 hr 39 min 50.4 sec",1,39,50.4,"1:39:50.4","half",5990.4,"ice hockey kit (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/587093-fastest-half-marathon-dressed-in-full-quidditch-kit-male","Fastest half marathon dressed in full Quidditch kit (male)","1 hr 41 min 16 sec",1,41,16,"1:41:16","half",6076,"full Quidditch kit (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/370721-fastest-half-marathon-in-a-kilt","Fastest half marathon in highland dress","1 hr 43 min 44 sec",1,43,44,"1:43:44","half",6224,"highland dress",2020-09-06
"https://www.guinnessworldrecords.com/world-records/116617-fastest-marathon-in-highland-dress-male","Fastest marathon in highland dress (male)","3 hr 20 min 13 sec",3,20,13,"3:20:13","full",12013,"highland dress (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-marathon-in-a-wedding-dress-(male)","Fastest marathon in a wedding dress (male)","2 hr 49 min 17 sec",2,49,17,"2:49:17","full",10157,"wedding dress (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-marathon-in-a-wedding-dress","Fastest marathon in a wedding dress (female)","3 hr 16 min 44 sec",3,16,44,"3:16:44","full",11804,"wedding dress (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-marathon-by-a-mascot-(female)","Fastest marathon by a mascot (female)","3 hr 58 min 57 sec",3,58,57,"3:58:57","full",14337,"mascot (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/577393-fastest-marathon-in-a-toga-male","Fastest marathon in a toga (male)","2 hr 56 min 34 sec",2,56,34,"2:56:34","full",10594,"toga (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-marathon-in-superhero-costume-(female)","Fastest marathon in superhero costume (female)","2 hr 48 min 51 sec",2,48,51,"2:48:51","full",10131,"superhero costume (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-half-marathon-by-a-mascot","Fastest half marathon by a mascot (male)","1 hr 37 min 3 sec",1,37,3,"1:37:03","half",5823,"mascot (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-marathon-in-a-four-person-costume","Fastest marathon in a four-person costume","4 hr 3 min 18 sec",4,3,18,"4:03:18","full",14598,"four-person costume",2020-09-06
"https://www.guinnessworldrecords.com/world-records/508842-fastest-marathon-in-a-six-person-costume","Fastest marathon in a six-person costume","5 hr 59 min 33 sec",5,59,33,"5:59:33","full",21573,"six-person costume",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-marathon-in-superhero-costume-(male)","Fastest marathon in superhero costume (male)","2 hr 27 min 43 sec",2,27,43,"2:27:43","full",8863,"superhero costume (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/370406-fastest-marathon-in-a-two-person-costume","Fastest marathon in a two-person costume","3 hr 25 min 17 sec",3,25,17,"3:25:17","full",12317,"two-person costume",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-marathon-in-a-nurses-uniform-(female)","Fastest marathon in a nurse's uniform (female)","3 hr 8 min 22 sec",3,8,22,"3:08:22","full",11302,"nurse's uniform (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-marathon-in-a-nurses-uniform-(male)","Fastest marathon in a nurse's uniform (male)","2 hr 45 min 37 sec",2,45,37,"2:45:37","full",9937,"nurse's uniform (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/79711-fastest-marathon-in-a-two-person-pantomime-costume","Fastest marathon in a two-person pantomime costume","4 hr 35 min and 4 sec",4,35,4,"4:35:04","full",16504,"two-person pantomime costume",2020-09-06
"https://www.guinnessworldrecords.com/world-records/464891-fastest-half-marathon-in-a-four-person-costume","Fastest half marathon in a four-person costume","2 hr 36 min 56 sec",2,36,56,"2:36:56","half",9416,"four-person costume",2020-09-06
"https://www.guinnessworldrecords.com/world-records/571460-fastest-half-marathon-wearing-high-heels-female","Fastest half marathon wearing high heels (female)","3 hr 35 min 52 sec",3,35,52,"3:35:52","half",12952,"high heels (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/97351-fastest-half-marathon-carrying-golf-clubs","Fastest half marathon carrying golf clubs","1 hr 57 min 58.8 sec",1,57,58.8,"1:57:58.8","half",7078.8,"carrying golf clubs",2020-09-06
"https://www.guinnessworldrecords.com/world-records/97517-fastest-half-marathon-in-superhero-costume-male","Fastest half marathon in superhero costume (male)","1 hr 9 min 33 sec",1,9,33,"1:09:33","half",4173,"superhero costume (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/464346-fastest-half-marathon-in-a-two-person-costume","Fastest half marathon in a two-person costume","2 hr 9 min 27.5 sec",2,9,27.5,"2:09:27.5","half",7767.5,"two-person costume",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-marathon-in-film-character-costume-(male)","Fastest marathon in film character costume (male)","2 hr 36 min 28 sec",2,36,28,"2:36:28","full",9388,"film character costume (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-marathon-in-a-suit","Fastest marathon in a suit (male)","2 hr 42 min and 59 sec",2,42,59,"2:42:59","full",9779,"suit (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/439522-fastest-half-marathon-wearing-a%c2%a0shalwar-kameez-male","Fastest half marathon wearing a shalwar kameez (male)","1 hr 30 min 23 sec",1,30,23,"1:30:23","half",5423,"a shalwar kameez (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/114675-fastest-half-marathon-in-superhero-costume-female","Fastest half marathon in superhero costume (female)","1 hr 18 min 26 sec",1,18,26,"1:18:26","half",4706,"superhero costume (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-marathon-in-a-firemans-uniform","Fastest marathon in a firefighter's uniform","3 hr 41 min 10 sec",3,41,10,"3:41:10","full",13270,"firefighter's uniform",2020-09-06
"https://www.guinnessworldrecords.com/world-records/108254-fastest-marathon-in-a-lacrosse-kit","Fastest marathon in a lacrosse kit","3 hr 46 min 58 sec",3,46,58,"3:46:58","full",13618,"lacrosse kit",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-marathon-wearing-armour","Fastest marathon wearing armour","6 hr 46 min 59 sec",6,46,59,"6:46:59","full",24419,"armour",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-marathon-in-film-character-costume-(female)-","Fastest marathon in film character costume (female)","3 hrs 16 min 19 sec",3,16,19,"3:16:19","full",11779,"film character costume (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-half-marathon-in-a-nurses-uniform-(male)","Fastest half marathon in a nurse's uniform (male)","1 hr 20 min 39 sec",1,20,39,"1:20:39","half",4839,"nurse's uniform (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-marathon-by-a-mascot-(male)","Fastest marathon by a mascot (male)","3 hr 17 min 57 sec",3,17,57,"3:17:57","full",11877,"mascot (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/112585-fastest-marathon-wearing-lederhosen","Fastest marathon wearing lederhosen","3 hr 4 min 6 sec",3,4,6,"3:04:06","full",11046,"lederhosen",2020-09-06
"https://www.guinnessworldrecords.com/world-records/595048-fastest-marathon-distance-male","Fastest marathon distance (male)","1 hr 59 min 40 sec",1,59,40,"1:59:40","full",7180,"any outfit (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/444829-fastest-marathon-in-a-kung-fu-uniform","Fastest marathon in a Kung Fu uniform","3 hr 42 min 57 sec",3,42,57,"3:42:57","full",13377,"Kung Fu uniform",2020-09-06
"https://www.guinnessworldrecords.com/world-records/401107-fastest-marathon-four-legged-male","Fastest marathon four legged (male)","4 hr 44 min 18 sec",4,44,18,"4:44:18","full",17058,"four legged (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/431655-fastest-half-marathon-in-a-suit-female","Fastest half marathon in a suit (female)","1 hr 36 min 37 sec",1,36,37,"1:36:37","half",5797,"suit (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/437099-fastest-marathon-female-masters-35","Fastest marathon (female, masters 35)","2 hr 19 min 19 sec",2,19,19,"2:19:19","full",8359,"any outfit (female, masters 35)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/371725-fastest-marathon-in-a-three-person-costume","Fastest marathon in a three person costume","3 hrs 13 min 9 sec",3,13,9,"3:13:09","full",11589,"three person costume",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-half-marathon-in-a-two-person-pantomime-costume","Fastest half marathon in a two-person pantomime costume","1 hr 42 min 47 sec",1,42,47,"1:42:47","half",6167,"two-person pantomime costume",2020-09-06
"https://www.guinnessworldrecords.com/world-records/94509-fastest-half-marathon-in-full-military-uniform","Fastest half marathon in full military uniform","1 hr 39 min 40 sec",1,39,40,"1:39:40","half",5980,"full military uniform",2020-09-06
"https://www.guinnessworldrecords.com/world-records/448992-fastest-marathon-in-classic-brownie-uniform-female","Fastest marathon in classic brownie uniform (female)","3 hr 26 min 51 sec",3,26,51,"3:26:51","full",12411,"classic brownie uniform (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/426444-fastest-marathon-pushing-a-double-pram-female","Fastest marathon pushing a double pram (female)","3 hr 22 min 5 sec",3,22,5,"3:22:05","full",12125,"pushing a double pram (female)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/400396-fastest-half-marathon-carrying-a-car-tyre-tire","Fastest half marathon carrying a car tyre","1 hr 35 min 58 sec",1,35,58,"1:35:58","half",5758,"carrying a car tyre",2020-09-06
"https://www.guinnessworldrecords.com/world-records/445691-fastest-half-marathon-pushing-a-triple-pram-male","Fastest half marathon pushing a triple pram (male)","1 hr 51 min 29 sec",1,51,29,"1:51:29","half",6689,"pushing a triple pram (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-half-marathon-in-a-firemans-uniform-","Fastest half marathon in a firefighter's uniform (male)","1 h 38 min 20 sec",1,38,20,"1:38:20","half",5900,"firefighter's uniform (male)",2020-09-06
"https://www.guinnessworldrecords.com/world-records/fastest-marathon-wearing-chainmail-(upper-body)","Fastest marathon wearing chainmail (upper body)","4 hrs 50 min 16 sec",4,50,16,"4:50:16","full",17416,"chainmail (upper body)",2020-09-06
